index,Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location
247,450099,PAMPA REGIONAL MEDICAL CENTER,1 MEDICAL PLAZA,PAMPA,TX,79065,GRAY,8066653721,Acute Care Hospitals,Proprietary,TRUE,,3,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"1 MEDICAL PLAZA
PAMPA, TX 79065
"
248,450165,SOUTH TEXAS REGIONAL MEDICAL CENTER,1905 HWY 97 EAST,JOURDANTON,TX,78026,ATASCOSA,8307693515,Acute Care Hospitals,Proprietary,TRUE,,3,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,"1905 HWY 97 EAST
JOURDANTON, TX 78026
"
249,450214,GULF COAST MEDICAL CENTER,10141 US 59 NORTH,WHARTON,TX,77488,WHARTON,9795322500,Acute Care Hospitals,Proprietary,TRUE,,3,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Below the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,"10141 US 59 NORTH
WHARTON, TX 77488
"
250,450324,TEXOMA MEDICAL CENTER,5016 S US HIGHWAY 75,DENISON,TX,75020,GRAYSON,9034164000,Acute Care Hospitals,Proprietary,TRUE,,2,,Same as the National average,,Below the National average,,Same as the National average,,Above the National average,,Above the National average,,Above the National average,,Below the National average,,"5016 S US HIGHWAY 75
DENISON, TX 75020
"
251,450369,CHILDRESS REGIONAL MEDICAL CENTER,HWY 83 NORTH,CHILDRESS,TX,79201,CHILDRESS,9409376371,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,,4,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"HWY 83 NORTH
CHILDRESS, TX 79201
"
252,450395,MEMORIAL MEDICAL CENTER LIVINGSTON,1717 HWY 59 BYPASS,LIVINGSTON,TX,77351,POLK,9363274381,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,2,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Below the National average,,Same as the National average,,Below the National average,,"1717 HWY 59 BYPASS
LIVINGSTON, TX 77351
"
253,451341,HASKELL MEMORIAL HOSPITAL,1 NORTH AVENUE N  PO BOX 1117,HASKELL,TX,79521,HASKELL,9408642621,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"1 NORTH AVENUE N PO BOX 1117
HASKELL, TX 79521
"
254,451361,SABINE COUNTY HOSPITAL,"PO BOX 750, 2301 HWY 83 W",HEMPHILL,TX,75948,SABINE,4097873300,Critical Access Hospitals,Proprietary,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"PO BOX 750, 2301 HWY 83 W
HEMPHILL, TX 75948
"
255,451365,SETON HIGHLAND LAKES,HIGHWAY 281 SOUTH,BURNET,TX,78611,BURNET,5127153000,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,3,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,"HIGHWAY 281 SOUTH
BURNET, TX 78611
"
256,453301,DRISCOLL CHILDRENS HOSPITAL,3533 S ALAMEDA BOX 6530,CORPUS CHRISTI,TX,78411,NUECES,3617394846,Childrens,Voluntary non-profit - Other,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"3533 S ALAMEDA BOX 6530
CORPUS CHRISTI, TX 78411
"
257,460010,INTERMOUNTAIN MEDICAL CENTER,5121 SOUTH COTTONWOOD STREET,MURRAY,UT,84107,SALT LAKE,8015077000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,3,,Same as the National average,,Below the National average,,Above the National average,,Above the National average,,Above the National average,,Same as the National average,,Above the National average,,"5121 SOUTH COTTONWOOD STREET
MURRAY, UT 84107
"
258,460049,THE ORTHOPEDIC SPECIALTY HOSPITAL,5848 SOUTH 300 EAST,MURRAY,UT,84107,SALT LAKE,8013144100,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,,4,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Above the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,"5848 SOUTH 300 EAST
MURRAY, UT 84107
"
259,470001,CENTRAL VERMONT MEDICAL CENTER,BOX 547,BARRE,VT,5641,WASHINGTON,8023714100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,4,,Same as the National average,,Above the National average,,Above the National average,,Same as the National average,,Above the National average,,Below the National average,,Same as the National average,,"BOX 547
BARRE, VT 05641
"
260,471300,GRACE COTTAGE HOSPITAL,PO BOX 216,TOWNSHEND,VT,5353,WINDHAM,8023657920,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"PO BOX 216
TOWNSHEND, VT 05353
"
261,471306,SPRINGFIELD HOSPITAL,PO BOX 2003,SPRINGFIELD,VT,5156,WINDSOR,8028852151,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,2,This hospitals star rating only includes data reported on inpatient services,Same as the National average,,Not Available,Results are not available for this reporting period,Below the National average,,Below the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"PO BOX 2003
SPRINGFIELD, VT 05156
"
262,490009,UNIVERSITY OF VIRGINIA MEDICAL CENTER,JEFFERSON PARK AVE,CHARLOTTESVILLE,VA,22908,CHARLOTTESVILLE CITY,8002513627,Acute Care Hospitals,Government - State,TRUE,,2,,Below the National average,,Above the National average,,Below the National average,,Same as the National average,,Same as the National average,,Below the National average,,Above the National average,,"JEFFERSON PARK AVE
CHARLOTTESVILLE, VA 22908
"
263,490063,INOVA FAIRFAX HOSPITAL,3300 GALLOWS ROAD,FALLS CHURCH,VA,22042,FAIRFAX,7037764001,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,,3,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Above the National average,,Same as the National average,,Above the National average,,"3300 GALLOWS ROAD
FALLS CHURCH, VA 22042
"
264,490104,HIRAM W DAVIS MEDICAL CENTER,P O BOX 4030,PETERSBURG,VA,23803,PETERSBURG CITY,8045247344,Acute Care Hospitals,Government - State,FALSE,,,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,"P O BOX 4030
PETERSBURG, VA 23803
"
265,490126,LEWISGALE HOSPITAL ALLEGHANY,ONE ARH LANE - PO BOX 7,LOW MOOR,VA,24457,ALLEGHANY,5408626011,Acute Care Hospitals,Proprietary,TRUE,,3,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Above the National average,,Same as the National average,,"ONE ARH LANE - PO BOX 7
LOW MOOR, VA 24457
"
266,500044,DEACONESS HOSPITAL,W 800 FIFTH AVENUE,SPOKANE,WA,99210,SPOKANE,5094735800,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,2,,Same as the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,Below the National average,,Above the National average,,"W 800 FIFTH AVENUE
SPOKANE, WA 99210
"
267,510001,WEST VIRGINIA UNIVERSITY HOSPITALS,MEDICAL CENTER DRIVE,MORGANTOWN,WV,26506,MONONGALIA,3045984000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,2,,Below the National average,,Below the National average,,Below the National average,,Same as the National average,,Above the National average,,Same as the National average,,Same as the National average,,"MEDICAL CENTER DRIVE
MORGANTOWN, WV 26506
"
268,510002,GREENBRIER VALLEY MEDICAL CENTER,1320 MAPLEWOOD AVENUE,RONCEVERTE,WV,24970,GREENBRIER,3046474411,Acute Care Hospitals,Proprietary,TRUE,,3,,Same as the National average,,Above the National average,,Below the National average,,Below the National average,,Same as the National average,,Above the National average,,Same as the National average,,"1320 MAPLEWOOD AVENUE
RONCEVERTE, WV 24970
"
269,510072,WETZEL COUNTY HOSPITAL,#3 EAST BENJAMIN DRIVE,NEW MARTINSVILLE,WV,26155,WETZEL,3044558000,Acute Care Hospitals,Government - Local,TRUE,,3,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Same as the National average,,Same as the National average,,"#3 EAST BENJAMIN DRIVE
NEW MARTINSVILLE, WV 26155
"
270,511300,"BROADDUS HOSPITAL ASSOCIATION, INC",MANSFIELD HILL,PHILIPPI,WV,26416,BARBOUR,3044571760,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"MANSFIELD HILL
PHILIPPI, WV 26416
"
271,520037,MINISTRY SAINT JOSEPHS HOSPITAL,611 ST JOSEPH AVE,MARSHFIELD,WI,54449,WOOD,7153877850,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,,2,,Same as the National average,,Below the National average,,Below the National average,,Below the National average,,Above the National average,,Above the National average,,Same as the National average,,"611 ST JOSEPH AVE
MARSHFIELD, WI 54449
"
272,520021,UNITED HOSPITAL SYSTEM,6308 EIGHTH AVE,KENOSHA,WI,53143,KENOSHA,2626562011,Acute Care Hospitals,Government - Local,TRUE,,3,,Same as the National average,,Below the National average,,Above the National average,,Same as the National average,,Above the National average,,Above the National average,,Same as the National average,,"6308 EIGHTH AVE
KENOSHA, WI 53143
(42.577712, -87.819285)"
273,520103,COMMUNITY MEMORIAL HOSPITAL,W180 N8085 TOWN HALL RD,MENOMONEE FALLS,WI,53051,WAUKESHA,2622511000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,3,,Below the National average,,Same as the National average,,Above the National average,,Above the National average,,Same as the National average,,Above the National average,,Same as the National average,,"W180 N8085 TOWN HALL RD
MENOMONEE FALLS, WI 53051
"
274,670004,ST MARKS MEDICAL CENTER,ONE ST MARK'S PLACE,LA GRANGE,TX,78945,FAYETTE,9792422200,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,4,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,"ONE ST MARK'S PLACE
LA GRANGE, TX 78945
"
275,521332,SPOONER HEALTH SYSTEM,1280 CHANDLER DR,SPOONER,WI,54801,WASHBURN,7156352111,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,3,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"1280 CHANDLER DR
SPOONER, WI 54801
"
276,531316,MEMORIAL HOSPITAL OF CARBON COUNTY,2221 WEST ELM STREET,RAWLINS,WY,82301,CARBON,3073242221,Critical Access Hospitals,Government - Local,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"2221 WEST ELM STREET
RAWLINS, WY 82301
"
277,50002,ST ROSE HOSPITAL,27200 CALAROGA AVE,HAYWARD,CA,94545,ALAMEDA,5107826200,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,,1,,Same as the National average,,Same as the National average,,Below the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,"27200 CALAROGA AVE
HAYWARD, CA 94545
(37.63291, -122.089742)"
278,670102,"AD HOSPITAL EAST, LLC","12950 EAST FREEWAY, SUITE 100",SHENANDOAH,TX,77380,MONTGOMERY,7133303897,Acute Care Hospitals,Proprietary,TRUE,,,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,"12950 EAST FREEWAY, SUITE 100
SHENANDOAH, TX 77380
"
279,640001,LBJ TROPICAL MEDICAL CENTER,FAGAALU VILLAGE,PAGO PAGO,AS,96799,,6846334590,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"FAGAALU VILLAGE
PAGO PAGO, AS 96799
"
280,650001,GUAM MEMORIAL HOSPITAL AUTHORITY,85O GOV CARLOS G CAMACHO ROAD,TAMUNING,GU,96913,,6716472552,Acute Care Hospitals,Government - Local,TRUE,,2,,Below the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Below the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"85O GOV CARLOS G CAMACHO ROAD
TAMUNING, GU 96913
"
281,650003,GUAM REGIONAL MEDICAL CITY,133 ROUTE 3,DEDEDO,GU,96929,,6716455500,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,"133 ROUTE 3
DEDEDO, GU 96929
"
282,660001,COMMONWEALTH HEALTH CENTER,"PO BOX 409CK, NAVY HILL ROAD",GARAPAN,MP,96950,,6702348950,Acute Care Hospitals,Proprietary,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the National average,,Not Available,Results are not available for this reporting period,Below the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"PO BOX 409CK, NAVY HILL ROAD
GARAPAN, MP 96950
"
283,60004,PLATTE VALLEY MEDICAL CENTER,1600 PRAIRIE CENTER PARKWAY,BRIGHTON,CO,80601,ADAMS,3034981601,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,3,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"1600 PRAIRIE CENTER PARKWAY
BRIGHTON, CO 80601
(39.965628, -104.770923)"
284,31311,LITTLE COLORADO MEDICAL CENTER,1501 NORTH WILLIAMSON AVENUE,WINSLOW,AZ,86047,NAVAJO,9282894691,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"1501 NORTH WILLIAMSON AVENUE
WINSLOW, AZ 86047
(35.035455, -110.691742)"
285,110074,ATHENS REGIONAL MEDICAL CENTER,1199 PRINCE AVENUE,ATHENS,GA,30606,CLARKE,7064757000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,,3,,Above the National average,,Below the National average,,Above the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"1199 PRINCE AVENUE
ATHENS, GA 30606
(33.962377, -83.397733)"
286,50107,MARIAN REGIONAL MEDICAL CENTER,1400 E CHURCH ST,SANTA MARIA,CA,93454,SANTA BARBARA,8057393000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,,3,,Below the National average,,Above the National average,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,Same as the National average,,"1400 E CHURCH ST
SANTA MARIA, CA 93454
(34.952132, -120.412955)"
287,40088,MEDICAL CENTER SOUTH ARKANSAS,700 WEST GROVE STREET,EL DORADO,AR,71731,UNION,8708632000,Acute Care Hospitals,Proprietary,TRUE,,3,,Below the National average,,Same as the National average,,Above the National average,,Below the National average,,Above the National average,,Above the National average,,Same as the National average,,"700 WEST GROVE STREET
EL DORADO, AR 71731
(33.218378, -92.67103)"
288,30092,HONORHEALTH DEER VALLEY MEDICAL CENTER,19829 NORTH 27TH AVENUE,PHOENIX,AZ,85027,MARICOPA,6238796100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,3,,Same as the National average,,Above the National average,,Same as the National average,,Below the National average,,Same as the National average,,Above the National average,,Same as the National average,,"19829 NORTH 27TH AVENUE
PHOENIX, AZ 85027
(33.666521, -112.117188)"
289,31313,HOLY CROSS HOSPITAL,1171 WEST TARGET RANGE ROAD,NOGALES,AZ,85621,SANTA CRUZ,5202853000,Critical Access Hospitals,Proprietary,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,"1171 WEST TARGET RANGE ROAD
NOGALES, AZ 85621
(31.341614, -110.955743)"
290,50551,LOS ALAMITOS MEDICAL CENTER,3751 KATELLA AVENUE,LOS ALAMITOS,CA,90720,ORANGE,5627993220,Acute Care Hospitals,Proprietary,TRUE,,3,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Above the National average,,Below the National average,,Not Available,Results are not available for this reporting period,"3751 KATELLA AVENUE
LOS ALAMITOS, CA 90720
(33.803175, -118.067413)"
291,30024,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,350 WEST THOMAS ROAD,PHOENIX,AZ,85013,MARICOPA,6024065001,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,,3,,Above the National average,,Below the National average,,Above the National average,,Same as the National average,,Above the National average,,Below the National average,,Same as the National average,,"350 WEST THOMAS ROAD
PHOENIX, AZ 85013
(33.480294, -112.079208)"
292,90005,SIBLEY MEMORIAL HOSPITAL,5255 LOUGHBORO RD NW,WASHINGTON,DC,20016,DISTRICT OF COLUMBIA,2025374680,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,,3,,Same as the National average,,Below the National average,,Above the National average,,Below the National average,,Same as the National average,,Below the National average,,Above the National average,,"5255 LOUGHBORO RD NW
WASHINGTON, DC 20016
(38.935747, -77.109889)"
293,30120,GILBERT HOSPITAL,5656 SOUTH POWER ROAD,GILBERT,AZ,85295,MARICOPA,4808403715,Acute Care Hospitals,Proprietary,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Below the National average,,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,"5656 SOUTH POWER ROAD
GILBERT, AZ 85295
(33.313565, -111.686877)"
294,10087,UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,2451 FILLINGIM STREET,MOBILE,AL,36617,MOBILE,2514717110,Acute Care Hospitals,Government - State,TRUE,,3,,Same as the National average,,Same as the National average,,Below the National average,,Above the National average,,Above the National average,,Below the National average,,Below the National average,,"2451 FILLINGIM STREET
MOBILE, AL 36617
(30.708187, -88.099011)"
295,50426,WEST ANAHEIM MEDICAL CENTER,3033 W ORANGE AVENUE,ANAHEIM,CA,92804,ORANGE,7148273000,Acute Care Hospitals,Proprietary,TRUE,,3,,Above the National average,,Above the National average,,Same as the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,"3033 W ORANGE AVENUE
ANAHEIM, CA 92804
(33.824735, -117.995115)"
296,100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,7201 N UNIVERSITY DR,TAMARAC,FL,33321,BROWARD,9547212200,Acute Care Hospitals,Proprietary,TRUE,,2,,Same as the National average,,Above the National average,,Below the National average,,Below the National average,,Above the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,"7201 N UNIVERSITY DR
TAMARAC, FL 33321
(26.211797, -80.252554)"
297,100316,PALM BAY HOSPITAL,"1425 MALABAR RD, NE",PALM BAY,FL,32907,BREVARD,3214348000,Acute Care Hospitals,Proprietary,TRUE,,4,,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Above the National average,,Above the National average,,Same as the National average,,"1425 MALABAR RD, NE
PALM BAY, FL 32907
(27.99833, -80.61208)"
298,100105,INDIAN RIVER MEDICAL CENTER,1000 36TH ST,VERO BEACH,FL,32960,INDIAN RIVER,7725674311,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,,2,,Below the National average,,Below the National average,,Above the National average,,Below the National average,,Above the National average,,Below the National average,,Same as the National average,,"1000 36TH ST
VERO BEACH, FL 32960
(27.658443, -80.396876)"
299,10138,HILL HOSPITAL OF SUMTER COUNTY,751 DERBY DRIVE,YORK,AL,36925,SUMTER,2053925263,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Below the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,"751 DERBY DRIVE
YORK, AL 36925
(32.491833, -88.29609)"
300,100125,HOMESTEAD HOSPITAL,975 BAPTIST WAY,HOMESTEAD,FL,33033,MIAMI-DADE,7862438000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,3,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Below the National average,,Above the National average,,"975 BAPTIST WAY
HOMESTEAD, FL 33033
(25.477839, -80.430371)"
301,100298,FLORIDA STATE HOSPITAL UNIT 31 MED,100 N MAIN ST,CHATTAHOOCHEE,FL,32324,GADSDEN,8506637536,Acute Care Hospitals,Government - State,FALSE,,,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,"100 N MAIN ST
CHATTAHOOCHEE, FL 32324
(30.706899, -84.842584)"
302,61314,"MEMORIAL HOSPITAL, THE",750 HOSPITAL LOOP,CRAIG,CO,81625,MOFFAT,9708249411,Critical Access Hospitals,Government - Local,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"750 HOSPITAL LOOP
CRAIG, CO 81625
(40.519653, -107.578663)"
303,41305,MERCY HOSPITAL WALDRON,1341 WEST SIXTH STREET,WALDRON,AR,72958,SCOTT,4796374135,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"1341 WEST SIXTH STREET
WALDRON, AR 72958
(34.896785, -94.106077)"
